association_id,dagger_code,dagger_label,asterisk_code,asterisk_label,combination_labels,levels_present,redundancy_level,source_lids
947,,,M01.8,arthrite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,arthrite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,F,none,5357
948,,,M03,arthropathies post-infectieuses et réactionnelles au cours de maladies classées ailleurs,arthropathies post-infectieuses et réactionnelles au cours de maladies classées ailleurs,F,none,5365
949,,,M03.1,arthropathie syphilitique post-infectieuse,arthropathie syphilitique post-infectieuse,F,none,5367
950,,,M03.2,autres arthropathies post-infectieuses au cours de maladies classées ailleurs,autres arthropathies post-infectieuses au cours de maladies classées ailleurs,F,none,5368
951,,,M03.6,arthropathie réactionnelle au cours d'autres maladies classées ailleurs,arthropathie réactionnelle au cours d'autres maladies classées ailleurs,F,none,5369
952,,,M07,arthropathies psoriasiques et entéropathiques,arthropathies psoriasiques et entéropathiques,F,none,5386
953,,,M07.6,autres arthropathies entéropathiques,autres arthropathies entéropathiques,F,none,5393
954,,,M09,polyarthrite juvénile au cours de maladies classées ailleurs,polyarthrite juvénile au cours de maladies classées ailleurs,F,none,5402
955,,,M09.8,polyarthrite juvénile au cours d'autres maladies classées ailleurs,polyarthrite juvénile au cours d'autres maladies classées ailleurs,F,none,5406
956,,,M14,arthropathies au cours d'autres maladies classées ailleurs,arthropathies au cours d'autres maladies classées ailleurs,F,none,5433
957,,,M14.0,arthropathie goutteuse due à un déficit enzymatique et autres troubles héréditaires,arthropathie goutteuse due à un déficit enzymatique et autres troubles héréditaires,F,none,5434
958,,,M14.1,arthropathie à microcristaux au cours d'autres troubles métaboliques classés ailleurs,arthropathie à microcristaux au cours d'autres troubles métaboliques classés ailleurs,F,none,5435
959,,,M14.2,arthropathie diabétique,arthropathie diabétique,F,none,5436
960,,,M14.5,"arthropathie au cours d'autres maladies endocriniennes, nutritionnelles et métaboliques","arthropathie au cours d'autres maladies endocriniennes, nutritionnelles et métaboliques",F,none,5439
961,,,M14.6,arthropathie neuropathique,arthropathie neuropathique,F,none,5440
962,,,M14.8,arthropathie au cours d'autres maladies précisées classées ailleurs,arthropathie au cours d'autres maladies précisées classées ailleurs,F,none,5441
963,,,M36,atteintes systémiques du tissu conjonctif au cours de maladies classées ailleurs,atteintes systémiques du tissu conjonctif au cours de maladies classées ailleurs,F,none,5587
964,,,M36.1,arthropathie au cours de maladies tumorales classées ailleurs,arthropathie au cours de maladies tumorales classées ailleurs,F,none,5589
965,,,M36.4,arthropathie au cours de réactions d'hypersensibilité classées ailleurs,arthropathie au cours de réactions d'hypersensibilité classées ailleurs,F,none,5592
966,,,M36.8,atteintes systémiques du tissu conjonctif au cours d'autres maladies classées ailleurs,atteintes systémiques du tissu conjonctif au cours d'autres maladies classées ailleurs,F,none,5593
967,,,M49,spondylopathies au cours de maladies classées ailleurs,spondylopathies au cours de maladies classées ailleurs,F,none,5652
968,,,M49.3,spondylopathie au cours d'autres maladies infectieuses et parasitaires classées ailleurs,spondylopathie au cours d'autres maladies infectieuses et parasitaires classées ailleurs,F,none,5656
969,,,M49.4,spondylopathie neurologique,spondylopathie neurologique,F,none,5657
970,,,M49.5,tassement vertébral au cours de maladies classées ailleurs,tassement vertébral au cours de maladies classées ailleurs,F,none,5658
971,,,M49.8,spondylopathie au cours d'autres maladies classées ailleurs,spondylopathie au cours d'autres maladies classées ailleurs,F,none,5659
972,,,M63,atteintes musculaires au cours de maladies classées ailleurs,atteintes musculaires au cours de maladies classées ailleurs,F,none,5719
973,,,M63.0,myosite au cours de maladies bactériennes classées ailleurs,myosite au cours de maladies bactériennes classées ailleurs,F,none,5720
974,,,M63.1,myosite au cours d'infections parasitaires et à protozoaires classées ailleurs,myosite au cours d'infections parasitaires et à protozoaires classées ailleurs,F,none,5721
975,,,M63.2,myosite au cours d'autres maladies infectieuses classées ailleurs,myosite au cours d'autres maladies infectieuses classées ailleurs,F,none,5722
976,,,M63.8,autres atteintes musculaires au cours de maladies classées ailleurs,autres atteintes musculaires au cours de maladies classées ailleurs,F,none,5724
977,,,M68,atteintes de la synoviale et du tendon au cours de maladies classées ailleurs,atteintes de la synoviale et du tendon au cours de maladies classées ailleurs,F,none,5749
978,,,M68.0,synovite et ténosynovite au cours de maladies bactériennes classées ailleurs,synovite et ténosynovite au cours de maladies bactériennes classées ailleurs,F,none,5750
979,,,M68.8,autres atteintes de la synoviale et du tendon au cours de maladies classées ailleurs,autres atteintes de la synoviale et du tendon au cours de maladies classées ailleurs,F,none,5751
980,,,M73,affections des tissus mous au cours de maladies classées ailleurs,affections des tissus mous au cours de maladies classées ailleurs,F,none,5782
981,,,M73.8,autres affections des tissus mous au cours d'autres maladies classées ailleurs,autres affections des tissus mous au cours d'autres maladies classées ailleurs,F,none,5785
982,,,M82,ostéoporose au cours de maladies classées ailleurs,ostéoporose au cours de maladies classées ailleurs,F,none,5846
983,,,M82.1,ostéoporose au cours de maladies endocriniennes,ostéoporose au cours de maladies endocriniennes,F,none,5848
984,,,M82.8,ostéoporose au cours d'autres maladies classées ailleurs,ostéoporose au cours d'autres maladies classées ailleurs,F,none,5849
985,,,M90,ostéopathie au cours de maladies classées ailleurs,ostéopathie au cours de maladies classées ailleurs,F,none,5909
986,,,M90.1,périostite au cours d'autres maladies infectieuses classées ailleurs,périostite au cours d'autres maladies infectieuses classées ailleurs,F,none,5911
987,,,M90.2,ostéopathie au cours d'autres maladies infectieuses classées ailleurs,ostéopathie au cours d'autres maladies infectieuses classées ailleurs,F,none,5912
988,,,M90.5,ostéonécrose au cours d'autres maladies classées ailleurs,ostéonécrose au cours d'autres maladies classées ailleurs,F,none,5915
989,,,M90.6,ostéite déformante au cours de maladies tumorales,ostéite déformante au cours de maladies tumorales,F,none,5916
990,,,M90.8,ostéopathie au cours d'autres maladies classées ailleurs,ostéopathie au cours d'autres maladies classées ailleurs,F,none,5918
991,,,N08,glomérulopathies au cours de maladies classées ailleurs,glomérulopathies au cours de maladies classées ailleurs,F,none,6432
992,,,N08.0,glomérulopathie au cours de maladies infectieuses et parasitaires classées ailleurs,glomérulopathie au cours de maladies infectieuses et parasitaires classées ailleurs,F,none,6433
993,,,N08.1,glomérulopathie au cours de maladies tumorales,glomérulopathie au cours de maladies tumorales,F,none,6434
994,,,N08.2,glomérulopathie au cours de maladies du sang et des anomalies du système immunitaire,glomérulopathie au cours de maladies du sang et des anomalies du système immunitaire,F,none,6435
995,,,N08.4,"glomérulopathie au cours de maladies endocriniennes, nutritionnelles et métaboliques","glomérulopathie au cours de maladies endocriniennes, nutritionnelles et métaboliques",F,none,6437
996,,,N08.5,glomérulopathie au cours d'affections disséminées du tissu conjonctif,glomérulopathie au cours d'affections disséminées du tissu conjonctif,F,none,6438
997,,,N08.8,glomérulopathie au cours d'autres maladies classées ailleurs,glomérulopathie au cours d'autres maladies classées ailleurs,F,none,6439
998,,,N16,maladies rénales tubulo-interstitielles au cours de maladies classées ailleurs,maladies rénales tubulo-interstitielles au cours de maladies classées ailleurs,F,none,6470
999,,,N16.0,maladie rénale tubulo-interstitielle au cours de maladies infectieuses et parasitaires classées ailleurs,maladie rénale tubulo-interstitielle au cours de maladies infectieuses et parasitaires classées ailleurs,F,none,6471
1000,,,N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de maladies tumorales,F,none,6472
1001,,,N16.2,maladie rénale tubulo-interstitielle au cours de maladies du sang et des troubles du système immunitaire,maladie rénale tubulo-interstitielle au cours de maladies du sang et des troubles du système immunitaire,F,none,6473
1002,,,N16.3,maladie rénale tubulo-interstitielle au cours de maladies métaboliques,maladie rénale tubulo-interstitielle au cours de maladies métaboliques,F,none,6474
1003,,,N16.4,maladie rénale tubulo-interstitielle au cours d'affections disséminées du tissu conjonctif,maladie rénale tubulo-interstitielle au cours d'affections disséminées du tissu conjonctif,F,none,6475
1004,,,N16.8,maladie rénale tubulo-interstitielle au cours d'autres maladies classées ailleurs,maladie rénale tubulo-interstitielle au cours d'autres maladies classées ailleurs,F,none,6477
1005,,,N22,calcul des voies urinaires au cours de maladies classées ailleurs,calcul des voies urinaires au cours de maladies classées ailleurs,F,none,6501
1006,,,N22.8,calcul des voies urinaires au cours d'autres maladies classées ailleurs,calcul des voies urinaires au cours d'autres maladies classées ailleurs,F,none,6503
1007,,,N29,autres affections du rein et de l'uretère au cours de maladies classées ailleurs,autres affections du rein et de l'uretère au cours de maladies classées ailleurs,F,none,6521
1008,,,N29.1,autres affections du rein et de l'uretère au cours de maladies infectieuses et parasitaires classées ailleurs,autres affections du rein et de l'uretère au cours de maladies infectieuses et parasitaires classées ailleurs,F,none,6523
1009,,,N29.8,autres affections du rein et de l'uretère au cours d'autres maladies classées ailleurs,autres affections du rein et de l'uretère au cours d'autres maladies classées ailleurs,F,none,6524
1010,,,N33,affections de la vessie au cours de maladies classées ailleurs,affections de la vessie au cours de maladies classées ailleurs,F,none,6548
1011,,,N33.8,affections de la vessie au cours d'autres maladies classées ailleurs,affections de la vessie au cours d'autres maladies classées ailleurs,F,none,6550
1012,,,N37,affections de l'urètre au cours de maladies classées ailleurs,affections de l'urètre au cours de maladies classées ailleurs,F,none,6568
1013,,,N37.0,urétrite au cours de maladies classées ailleurs,urétrite au cours de maladies classées ailleurs,F,none,6569
1014,,,N37.8,autres affections de l'urètre au cours de maladies classées ailleurs,autres affections de l'urètre au cours de maladies classées ailleurs,F,none,6570
