code,type,texte_retenu,texte_alternatif_ans,libelles_identiques_apres_normalisation,difference_significative
F63,exclusion,consommation abusive habituelle d'alcool ou de substances psycho-actives,"consommation abusive habituelle d'alcool ou de substances psychoactives [F10-F19]
trouble des habitudes et des impulsions concernant le comportement sexuel [F65.-]
",false,true
F63,exclusion,trouble des habitudes et des impulsions concernant le comportement sexuel,"consommation abusive habituelle d'alcool ou de substances psychoactives [F10-F19]
trouble des habitudes et des impulsions concernant le comportement sexuel [F65.-]
",false,true
F63.0,exclusion,jeu chez des personnalités dyssociales,"jeu :
 - chez des personnalités dyssociales [F60.2] 
 - et pari SAI [Z72.6] 
 - excessif chez des patients maniaques [F30.-] 
",false,true
F63.0,exclusion,jeu et pari SAI,"jeu :
 - chez des personnalités dyssociales [F60.2] 
 - et pari SAI [Z72.6] 
 - excessif chez des patients maniaques [F30.-] 
",false,true
F63.0,exclusion,jeu excessif chez des patients maniaques,"jeu :
 - chez des personnalités dyssociales [F60.2] 
 - et pari SAI [Z72.6] 
 - excessif chez des patients maniaques [F30.-] 
",false,true
F63.1,exclusion,incendie volontaire associé à un trouble des conduites,"incendie volontaire :
 - associé à un trouble des conduites [F91.-] 
 - au cours de :
  - intoxication par l'alcool ou des substances psychoactives [F10-F19]  [avec le quatrième caractère .0] 
  - schizophrénie [F20.-] 
  - trouble mental organique [F00-F09] 
 - par des adultes présentant une personnalité dyssociale [F60.2] 
 - suivi d'une mise en observation pour suspicion de trouble mental, non confirmé [Z03.2] 
",false,true
F63.1,exclusion,incendie volontaire au cours de intoxication par l'alcool ou des substances psycho-actives,"incendie volontaire :
 - associé à un trouble des conduites [F91.-] 
 - au cours de :
  - intoxication par l'alcool ou des substances psychoactives [F10-F19]  [avec le quatrième caractère .0] 
  - schizophrénie [F20.-] 
  - trouble mental organique [F00-F09] 
 - par des adultes présentant une personnalité dyssociale [F60.2] 
 - suivi d'une mise en observation pour suspicion de trouble mental, non confirmé [Z03.2] 
",false,true
F63.1,exclusion,incendie volontaire au cours de schizophrénie,"incendie volontaire :
 - associé à un trouble des conduites [F91.-] 
 - au cours de :
  - intoxication par l'alcool ou des substances psychoactives [F10-F19]  [avec le quatrième caractère .0] 
  - schizophrénie [F20.-] 
  - trouble mental organique [F00-F09] 
 - par des adultes présentant une personnalité dyssociale [F60.2] 
 - suivi d'une mise en observation pour suspicion de trouble mental, non confirmé [Z03.2] 
",false,true
F63.1,exclusion,incendie volontaire au cours de trouble mental organique,"incendie volontaire :
 - associé à un trouble des conduites [F91.-] 
 - au cours de :
  - intoxication par l'alcool ou des substances psychoactives [F10-F19]  [avec le quatrième caractère .0] 
  - schizophrénie [F20.-] 
  - trouble mental organique [F00-F09] 
 - par des adultes présentant une personnalité dyssociale [F60.2] 
 - suivi d'une mise en observation pour suspicion de trouble mental, non confirmé [Z03.2] 
",false,true
F63.1,exclusion,incendie volontaire par des adultes présentant une personnalité dyssociale,"incendie volontaire :
 - associé à un trouble des conduites [F91.-] 
 - au cours de :
  - intoxication par l'alcool ou des substances psychoactives [F10-F19]  [avec le quatrième caractère .0] 
  - schizophrénie [F20.-] 
  - trouble mental organique [F00-F09] 
 - par des adultes présentant une personnalité dyssociale [F60.2] 
 - suivi d'une mise en observation pour suspicion de trouble mental, non confirmé [Z03.2] 
",false,true
F63.1,exclusion,incendie volontaire suivi d'une mise en observation pour suspicion de trouble mental,"incendie volontaire :
 - associé à un trouble des conduites [F91.-] 
 - au cours de :
  - intoxication par l'alcool ou des substances psychoactives [F10-F19]  [avec le quatrième caractère .0] 
  - schizophrénie [F20.-] 
  - trouble mental organique [F00-F09] 
 - par des adultes présentant une personnalité dyssociale [F60.2] 
 - suivi d'une mise en observation pour suspicion de trouble mental, non confirmé [Z03.2] 
",false,true
F63.2,exclusion,mise en observation pour suspicion de trouble mental à la suite d'un vol,"mise en observation pour suspicion de trouble mental à la suite d'un vol, non confirmé [Z03.2]
vol au cours d'un trouble :
 - dépressif [F31-F33] 
 - mental organique [F00-F09] 
",false,true
F63.2,exclusion,vol au cours d'un trouble dépressif,"mise en observation pour suspicion de trouble mental à la suite d'un vol, non confirmé [Z03.2]
vol au cours d'un trouble :
 - dépressif [F31-F33] 
 - mental organique [F00-F09] 
",false,true
F63.2,exclusion,vol au cours d'un trouble mental organique,"mise en observation pour suspicion de trouble mental à la suite d'un vol, non confirmé [Z03.2]
vol au cours d'un trouble :
 - dépressif [F31-F33] 
 - mental organique [F00-F09] 
",false,true
F63.3,exclusion,mouvements stéréotypés avec arrachage des cheveux,"mouvements stéréotypés avec arrachage des cheveux [F98.4]
",false,true
F64.1,exclusion,travestisme fétichiste,"travestisme fétichiste [F65.1]
",false,true
F64.2,exclusion,orientation sexuelle égodystonique,"orientation sexuelle égodystonique [F66.1]
trouble de la maturation sexuelle [F66.0]
",false,true
F64.2,exclusion,trouble de la maturation sexuelle,"orientation sexuelle égodystonique [F66.1]
trouble de la maturation sexuelle [F66.0]
",false,true
F65,inclusion,paraphilies,,true,false
F68.1,exclusion,dermite factice,"dermite factice [L98.1]
personne feignant d'être malade (avec une motivation évidente) [Z76.5]
",false,true
F68.1,exclusion,personne feignant d'être malade (avec une motivation évidente),"dermite factice [L98.1]
personne feignant d'être malade (avec une motivation évidente) [Z76.5]
",false,true
F70,inclusion,arriération mentale légère,,true,false
F71,inclusion,arriération mentale moyenne,,true,false
F72,inclusion,arriération mentale grave,,true,false
F73,inclusion,arriération mentale profonde,,true,false
F79,inclusion,arriération mentale SAI,"arriération mentale SAI
débilité mentale SAI
",false,true
F79,inclusion,débilité mentale SAI,"arriération mentale SAI
débilité mentale SAI
",false,true
F80.0,exclusion,altération de l'articulation (associée à) (due à) aphasie SAI,"altération de l'articulation (associée à) (due à) :
 - aphasie SAI [R47.0] 
 - apraxie [R48.2] 
 - perte de l'audition [H90-H91] 
 - retard mental [F70-F79] 
 - trouble de l'acquisition du langage :
  - de type expressif [F80.1] 
  - de type réceptif [F80.2] 
",false,true
F80.0,exclusion,altération de l'articulation (associée à) (due à) apraxie,"altération de l'articulation (associée à) (due à) :
 - aphasie SAI [R47.0] 
 - apraxie [R48.2] 
 - perte de l'audition [H90-H91] 
 - retard mental [F70-F79] 
 - trouble de l'acquisition du langage :
  - de type expressif [F80.1] 
  - de type réceptif [F80.2] 
",false,true
F80.0,exclusion,altération de l'articulation (associée à) (due à) perte de l'audition,"altération de l'articulation (associée à) (due à) :
 - aphasie SAI [R47.0] 
 - apraxie [R48.2] 
 - perte de l'audition [H90-H91] 
 - retard mental [F70-F79] 
 - trouble de l'acquisition du langage :
  - de type expressif [F80.1] 
  - de type réceptif [F80.2] 
",false,true
F80.0,exclusion,altération de l'articulation (associée à) (due à) retard mental,"altération de l'articulation (associée à) (due à) :
 - aphasie SAI [R47.0] 
 - apraxie [R48.2] 
 - perte de l'audition [H90-H91] 
 - retard mental [F70-F79] 
 - trouble de l'acquisition du langage :
  - de type expressif [F80.1] 
  - de type réceptif [F80.2] 
",false,true
F80.0,exclusion,altération de l'articulation (associée à) (due à) trouble de l'acquisition du langage de type expressif,"altération de l'articulation (associée à) (due à) :
 - aphasie SAI [R47.0] 
 - apraxie [R48.2] 
 - perte de l'audition [H90-H91] 
 - retard mental [F70-F79] 
 - trouble de l'acquisition du langage :
  - de type expressif [F80.1] 
  - de type réceptif [F80.2] 
",false,true
F80.0,exclusion,altération de l'articulation (associée à) (due à) trouble de l'acquisition du langage de type réceptif,"altération de l'articulation (associée à) (due à) :
 - aphasie SAI [R47.0] 
 - apraxie [R48.2] 
 - perte de l'audition [H90-H91] 
 - retard mental [F70-F79] 
 - trouble de l'acquisition du langage :
  - de type expressif [F80.1] 
  - de type réceptif [F80.2] 
",false,true
F80.1,exclusion,aphasie acquise avec épilepsie [Landau-Kleffner],"aphasie acquise avec épilepsie [Landau–Kleffner] [F80.3]
dysphasie et aphasie  [R47.0-]
dysphasie et aphasie de développement, de type réceptif  [F80.2]
mutisme électif [F94.0]
retard mental [F70-F79]
troubles envahissants du développement [F84.-]
",false,true
F80.1,exclusion,dysphasie et aphasie  SAI,"aphasie acquise avec épilepsie [Landau–Kleffner] [F80.3]
dysphasie et aphasie  [R47.0-]
dysphasie et aphasie de développement, de type réceptif  [F80.2]
mutisme électif [F94.0]
retard mental [F70-F79]
troubles envahissants du développement [F84.-]
",false,true
F80.1,exclusion,"dysphasie ou aphasie de développement, de type réceptif","aphasie acquise avec épilepsie [Landau–Kleffner] [F80.3]
dysphasie et aphasie  [R47.0-]
dysphasie et aphasie de développement, de type réceptif  [F80.2]
mutisme électif [F94.0]
retard mental [F70-F79]
troubles envahissants du développement [F84.-]
",false,true
F80.1,exclusion,mutisme électif,"aphasie acquise avec épilepsie [Landau–Kleffner] [F80.3]
dysphasie et aphasie  [R47.0-]
dysphasie et aphasie de développement, de type réceptif  [F80.2]
mutisme électif [F94.0]
retard mental [F70-F79]
troubles envahissants du développement [F84.-]
",false,true
F80.1,exclusion,retard mental,"aphasie acquise avec épilepsie [Landau–Kleffner] [F80.3]
dysphasie et aphasie  [R47.0-]
dysphasie et aphasie de développement, de type réceptif  [F80.2]
mutisme électif [F94.0]
retard mental [F70-F79]
troubles envahissants du développement [F84.-]
",false,true
F80.1,exclusion,troubles envahissants du développement,"aphasie acquise avec épilepsie [Landau–Kleffner] [F80.3]
dysphasie et aphasie  [R47.0-]
dysphasie et aphasie de développement, de type réceptif  [F80.2]
mutisme électif [F94.0]
retard mental [F70-F79]
troubles envahissants du développement [F84.-]
",false,true
F80.2,exclusion,aphasie acquise avec épilepsie [Landau-Kleffner],"aphasie acquise avec épilepsie [Landau–Kleffner] [F80.3]
autisme [F84.0-F84.1]
dysphasie et aphasie [R47.0-]
dysphasie et aphasie de développement, de type expressif [F80.1]
mutisme électif [F94.0]
retard (de) :
 - acquisition du langage secondaire à une perte de l'audition [H90-H91] 
 - mental [F70-F79] 
",false,true
F80.2,exclusion,autisme,"aphasie acquise avec épilepsie [Landau–Kleffner] [F80.3]
autisme [F84.0-F84.1]
dysphasie et aphasie [R47.0-]
dysphasie et aphasie de développement, de type expressif [F80.1]
mutisme électif [F94.0]
retard (de) :
 - acquisition du langage secondaire à une perte de l'audition [H90-H91] 
 - mental [F70-F79] 
",false,true
F80.2,exclusion,dysphasie et aphasie  SAI,"aphasie acquise avec épilepsie [Landau–Kleffner] [F80.3]
autisme [F84.0-F84.1]
dysphasie et aphasie [R47.0-]
dysphasie et aphasie de développement, de type expressif [F80.1]
mutisme électif [F94.0]
retard (de) :
 - acquisition du langage secondaire à une perte de l'audition [H90-H91] 
 - mental [F70-F79] 
",false,true
F80.2,exclusion,"dysphasie et aphasie de développement, de type expressif","aphasie acquise avec épilepsie [Landau–Kleffner] [F80.3]
autisme [F84.0-F84.1]
dysphasie et aphasie [R47.0-]
dysphasie et aphasie de développement, de type expressif [F80.1]
mutisme électif [F94.0]
retard (de) :
 - acquisition du langage secondaire à une perte de l'audition [H90-H91] 
 - mental [F70-F79] 
",false,true
F80.2,exclusion,mutisme électif,"aphasie acquise avec épilepsie [Landau–Kleffner] [F80.3]
autisme [F84.0-F84.1]
dysphasie et aphasie [R47.0-]
dysphasie et aphasie de développement, de type expressif [F80.1]
mutisme électif [F94.0]
retard (de) :
 - acquisition du langage secondaire à une perte de l'audition [H90-H91] 
 - mental [F70-F79] 
",false,true
F80.2,exclusion,retard (de) acquisition du langage secondaire à une perte de l'audition,"aphasie acquise avec épilepsie [Landau–Kleffner] [F80.3]
autisme [F84.0-F84.1]
dysphasie et aphasie [R47.0-]
dysphasie et aphasie de développement, de type expressif [F80.1]
mutisme électif [F94.0]
retard (de) :
 - acquisition du langage secondaire à une perte de l'audition [H90-H91] 
 - mental [F70-F79] 
",false,true
F80.2,exclusion,retard (de) mental,"aphasie acquise avec épilepsie [Landau–Kleffner] [F80.3]
autisme [F84.0-F84.1]
dysphasie et aphasie [R47.0-]
dysphasie et aphasie de développement, de type expressif [F80.1]
mutisme électif [F94.0]
retard (de) :
 - acquisition du langage secondaire à une perte de l'audition [H90-H91] 
 - mental [F70-F79] 
",false,true
F80.3,exclusion,aphasie (due à)  SAI,"aphasie (due à) :
 - autisme [F84.0-F84.1] 
 - troubles désintégratifs de l'enfance [F84.2-F84.3] 
dysphasie et aphasie [R47.0-] 
",false,true
F80.3,exclusion,aphasie (due à) autisme,"aphasie (due à) :
 - autisme [F84.0-F84.1] 
 - troubles désintégratifs de l'enfance [F84.2-F84.3] 
dysphasie et aphasie [R47.0-] 
",false,true
F80.3,exclusion,aphasie (due à) troubles désintégratifs de l'enfance,"aphasie (due à) :
 - autisme [F84.0-F84.1] 
 - troubles désintégratifs de l'enfance [F84.2-F84.3] 
dysphasie et aphasie [R47.0-] 
",false,true
F81.0,exclusion,alexie SAI,"alexie SAI [R48.0]
difficultés de lecture secondaires à des troubles émotionnels [F93.-]
dyslexie SAI [R48.0]
",false,true
F81.0,exclusion,difficultés de lecture secondaires à des troubles émotionnels,"alexie SAI [R48.0]
difficultés de lecture secondaires à des troubles émotionnels [F93.-]
dyslexie SAI [R48.0]
",false,true
F81.0,exclusion,dyslexie SAI,"alexie SAI [R48.0]
difficultés de lecture secondaires à des troubles émotionnels [F93.-]
dyslexie SAI [R48.0]
",false,true
